rank,name,fp_id,player_slug,team,bye_week,position,pos_rank,bb10,rtsports,underdog,drafters,draftkings,avg,sleeper_id
257,Kalif Raymond,16081,kalif-raymond,CHI,7,WR,101,305,&nbsp;,232,245,&nbsp;,260.7,3634
258,Devontez Walker,26011,devontez-walker,BAL,14,WR,102,291,&nbsp;,260,235,&nbsp;,262.0,11629
259,A.T. Perry,24353,at-perry,PIT,9,WR,103,266,&nbsp;,259,262,&nbsp;,262.3,10863
260,JuJu Smith-Schuster,16427,juju-smith-schuster,NYG,11,WR,104,300,&nbsp;,253,236,&nbsp;,263.0,4040
261,Zay Jones,16431,zay-jones,,,WR,105,263,&nbsp;,274,252,&nbsp;,263.0,4080
262,Alec Pierce,23791,alec-pierce,IND,14,WR,106,294,&nbsp;,250,261,&nbsp;,268.3,8142
263,Ray-Ray McCloud III,17530,ray-ray-mccloud,,,WR,107,316,&nbsp;,241,251,&nbsp;,269.3,5096
264,Cordarrelle Patterson,11613,cordarrelle-patterson,,,RB,82,284,&nbsp;,264,260,&nbsp;,269.3,1535
265,Gerald Everett,16459,gerald-everett,,,TE,38,304,&nbsp;,251,265,&nbsp;,273.3,4089
266,Kendrick Bourne,17066,kendrick-bourne,ARI,11,WR,108,303,&nbsp;,252,266,&nbsp;,273.7,4454
267,Justin Watson,17603,justin-watson,HOU,14,WR,109,293,&nbsp;,282,248,&nbsp;,274.3,5374
268,Jacob Cowing,25289,jacob-cowing,SF,9,WR,110,319,&nbsp;,249,256,&nbsp;,274.7,11616
269,Treylon Burks,22905,treylon-burks,WAS,14,WR,111,292,&nbsp;,257,276,&nbsp;,275.0,8135
270,Daniel Bellinger,24238,daniel-bellinger,TEN,5,TE,39,301,230,302,&nbsp;,&nbsp;,277.7,8225
271,Brenden Rice,26213,brenden-rice,GB,10,WR,112,329,&nbsp;,242,269,&nbsp;,280.0,11621
272,Mack Hollins,16489,mack-hollins,NE,14,WR,113,&nbsp;,&nbsp;,244,242,&nbsp;,243.0,4177
273,Kylen Granson,22841,kylen-granson,TEN,5,TE,40,317,&nbsp;,247,278,&nbsp;,280.7,7602
274,Sione Vaki,26309,sione-vaki,DET,5,RB,83,315,&nbsp;,265,267,&nbsp;,282.3,11729
275,K.J. Osborn,19708,kj-osborn,TEN,5,WR,114,302,&nbsp;,275,274,&nbsp;,283.7,7066
276,Allen Lazard,17301,allen-lazard,,,WR,115,334,&nbsp;,267,254,&nbsp;,285.0,5185
277,DJ Chark Jr.,17292,dj-chark,,,WR,116,261,&nbsp;,&nbsp;,239,&nbsp;,250.0,4951
278,Bo Melton,24049,bo-melton,GB,10,WR,117,338,&nbsp;,266,263,&nbsp;,289.0,8204
279,Aidan O'Connell,24330,aidan-oconnell,LV,10,QB,36,259,&nbsp;,335,275,&nbsp;,289.7,10866
280,Cedric Tillman,25287,cedric-tillman,CLE,10,WR,118,326,&nbsp;,273,270,&nbsp;,289.7,10444
281,John Metchie III,22895,john-metchie,CAR,11,WR,119,&nbsp;,&nbsp;,245,272,&nbsp;,258.5,8147
282,Parker Washington,23106,parker-washington,JAC,12,WR,120,&nbsp;,&nbsp;,258,271,&nbsp;,264.5,9487
283,San Francisco 49ers,8270,,,9,DST,4,177,&nbsp;,&nbsp;,&nbsp;,&nbsp;,177.0,
284,Devaughn Vele,26409,devaughn-vele,NO,12,WR,121,340,&nbsp;,268,281,&nbsp;,296.3,11834
285,Calvin Austin III,23739,calvin-austin,NYG,11,WR,122,331,&nbsp;,283,279,&nbsp;,297.7,8125
286,Cleveland Browns,8070,,,10,DST,5,184,&nbsp;,&nbsp;,&nbsp;,&nbsp;,184.0,
287,Kansas City Chiefs,8150,,,6,DST,6,191,&nbsp;,&nbsp;,&nbsp;,&nbsp;,191.0,
288,Pittsburgh Steelers,8240,,,9,DST,7,192,&nbsp;,&nbsp;,&nbsp;,&nbsp;,192.0,
289,Olamide Zaccheaus,18864,olamide-zaccheaus,ATL,12,WR,123,&nbsp;,&nbsp;,280,268,&nbsp;,274.0,6271
290,Kareem Hunt,16425,kareem-hunt,,,RB,84,&nbsp;,192,412,&nbsp;,&nbsp;,302.0,4098
291,Will Dissly,18049,will-dissly,,,TE,41,&nbsp;,&nbsp;,272,277,&nbsp;,274.5,5010
292,Buffalo Bills,8030,,,12,DST,8,197,&nbsp;,&nbsp;,&nbsp;,&nbsp;,197.0,
293,Houston Texans,8120,,,14,DST,9,198,&nbsp;,&nbsp;,&nbsp;,&nbsp;,198.0,
294,Miami Dolphins,8160,,,6,DST,10,199,&nbsp;,&nbsp;,&nbsp;,&nbsp;,199.0,
295,Philadelphia Eagles,8230,,,5,DST,11,201,&nbsp;,&nbsp;,&nbsp;,&nbsp;,201.0,
296,Jonathan Mingo,23030,jonathan-mingo,DAL,7,WR,124,281,&nbsp;,276,&nbsp;,&nbsp;,278.5,10225
297,Michael Penix Jr.,22973,michael-penix-jr,ATL,12,QB,37,289,&nbsp;,269,&nbsp;,&nbsp;,279.0,11559
298,Indianapolis Colts,8130,,,14,DST,12,206,&nbsp;,&nbsp;,&nbsp;,&nbsp;,206.0,
299,Chicago Bears,8050,,,7,DST,13,207,&nbsp;,&nbsp;,&nbsp;,&nbsp;,207.0,
300,New Orleans Saints,8190,,,12,DST,14,214,&nbsp;,&nbsp;,&nbsp;,&nbsp;,214.0,
301,Tyquan Thornton,22913,tyquan-thornton,KC,6,WR,125,&nbsp;,&nbsp;,290,280,&nbsp;,285.0,8188
302,Odell Beckham Jr.,12127,odell-beckham,NYG,11,WR,126,312,&nbsp;,&nbsp;,259,&nbsp;,285.5,2078
303,Las Vegas Raiders,8220,,,10,DST,15,217,&nbsp;,&nbsp;,&nbsp;,&nbsp;,217.0,
304,Detroit Lions,8100,,,5,DST,16,220,&nbsp;,&nbsp;,&nbsp;,&nbsp;,220.0,
305,Green Bay Packers,8110,,,10,DST,17,222,&nbsp;,&nbsp;,&nbsp;,&nbsp;,222.0,
306,Jameis Winston,13891,jameis-winston,NYG,11,QB,38,298,&nbsp;,285,&nbsp;,&nbsp;,291.5,2306
307,Tampa Bay Buccaneers,8290,,,11,DST,18,228,&nbsp;,&nbsp;,&nbsp;,&nbsp;,228.0,
308,Jacksonville Jaguars,8140,,,12,DST,19,232,&nbsp;,&nbsp;,&nbsp;,&nbsp;,232.0,
309,Sam Howell,23045,sam-howell,DAL,7,QB,39,299,&nbsp;,292,&nbsp;,&nbsp;,295.5,8162
310,Cincinnati Bengals,8060,,,12,DST,20,238,&nbsp;,&nbsp;,&nbsp;,&nbsp;,238.0,
311,Minnesota Vikings,8170,,,6,DST,21,240,&nbsp;,&nbsp;,&nbsp;,&nbsp;,240.0,
312,Atlanta Falcons,8010,,,12,DST,22,242,&nbsp;,&nbsp;,&nbsp;,&nbsp;,242.0,
313,Seattle Seahawks,8260,,,10,DST,23,245,&nbsp;,&nbsp;,&nbsp;,&nbsp;,245.0,
314,New England Patriots,8180,,,14,DST,24,247,&nbsp;,&nbsp;,&nbsp;,&nbsp;,247.0,
315,Los Angeles Chargers,8250,,,5,DST,25,254,&nbsp;,&nbsp;,&nbsp;,&nbsp;,254.0,
316,Deuce Vaughn,22984,deuce-vaughn,,,RB,85,321,&nbsp;,294,&nbsp;,&nbsp;,307.5,9505
317,Noah Gray,19539,noah-gray,KC,6,TE,42,328,&nbsp;,291,&nbsp;,&nbsp;,309.5,7828
318,Denver Broncos,8090,,,14,DST,26,265,&nbsp;,&nbsp;,&nbsp;,&nbsp;,265.0,
319,New York Giants,8200,,,11,DST,27,267,&nbsp;,&nbsp;,&nbsp;,&nbsp;,267.0,
320,Tyler Higbee,15623,tyler-higbee,LAR,6,TE,43,323,&nbsp;,303,&nbsp;,&nbsp;,313.0,3271
321,Pierre Strong Jr.,24173,pierre-strong-jr,GB,10,RB,86,333,&nbsp;,296,&nbsp;,&nbsp;,314.5,8116
322,Skyy Moore,23905,skyy-moore,GB,10,WR,127,309,&nbsp;,322,&nbsp;,&nbsp;,315.5,8168
323,Nelson Agholor,13969,nelson-agholor,,,WR,128,&nbsp;,&nbsp;,277,&nbsp;,&nbsp;,277.0,2325
324,Los Angeles Rams,8280,,,6,DST,28,278,&nbsp;,&nbsp;,&nbsp;,&nbsp;,278.0,
325,Cade Stover,25269,cade-stover,HOU,14,TE,44,314,&nbsp;,321,&nbsp;,&nbsp;,317.5,11599
326,Taulia Tagovailoa,23002,taulia-tagovailoa,,,QB,40,&nbsp;,&nbsp;,281,&nbsp;,&nbsp;,281.0,12259
327,Erick All Jr.,23837,erick-all,CIN,12,TE,45,336,&nbsp;,301,&nbsp;,&nbsp;,318.5,11592
328,Tutu Atwell,20126,tutu-atwell,MIA,6,WR,129,330,&nbsp;,307,&nbsp;,&nbsp;,318.5,7562
329,Josh Whyle,22923,josh-whyle,GB,10,TE,46,325,&nbsp;,316,&nbsp;,&nbsp;,320.5,10212
330,Johnny Wilson,25295,johnny-wilson,PHI,5,WR,130,&nbsp;,&nbsp;,286,&nbsp;,&nbsp;,286.0,11636
331,Kenny McIntosh,25329,kenny-mcintosh,SEA,10,RB,87,&nbsp;,&nbsp;,287,&nbsp;,&nbsp;,287.0,10216
332,Xavier Gipson,25758,xavier-gipson,NYG,11,WR,131,&nbsp;,&nbsp;,288,&nbsp;,&nbsp;,288.0,11306
333,Emari Demercado,25654,emari-demercado,KC,6,RB,88,307,&nbsp;,337,&nbsp;,&nbsp;,322.0,11199
334,Jake Bobo,25339,jake-bobo,SEA,10,WR,132,&nbsp;,&nbsp;,289,&nbsp;,&nbsp;,289.0,10867
335,Ty Johnson,18406,ty-johnson,BUF,12,RB,89,308,&nbsp;,338,&nbsp;,&nbsp;,323.0,6039
336,Jared Wiley,26343,jared-wiley,KC,6,TE,47,350,&nbsp;,297,&nbsp;,&nbsp;,323.5,11595
337,Trey Palmer,25331,trey-palmer,NO,12,WR,133,&nbsp;,&nbsp;,293,&nbsp;,&nbsp;,293.0,9492
338,Ryan Flournoy,26398,ryan-flournoy,DAL,7,WR,134,&nbsp;,&nbsp;,295,&nbsp;,&nbsp;,295.0,11783
339,Deneric Prince,25770,deneric-prince,,,RB,90,296,&nbsp;,361,&nbsp;,&nbsp;,328.5,10870
340,Tennessee Titans,8300,,,5,DST,29,297,&nbsp;,&nbsp;,&nbsp;,&nbsp;,297.0,
341,Casey Washington,26413,casey-washington,,,WR,135,348,&nbsp;,305,&nbsp;,&nbsp;,326.5,11806
342,Julius Chestnut,24689,julius-chestnut,TEN,5,RB,91,&nbsp;,&nbsp;,299,&nbsp;,&nbsp;,299.0,8254
343,Velus Jones Jr.,24214,velus-jonesjr,SEA,10,WR,136,&nbsp;,&nbsp;,300,&nbsp;,&nbsp;,300.0,8223
344,Jamari Thrash,26162,jamari-thrash,CLE,10,WR,137,&nbsp;,&nbsp;,304,&nbsp;,&nbsp;,304.0,11633
345,Spencer Rattler,23081,spencer-rattler,NO,12,QB,41,351,&nbsp;,310,&nbsp;,&nbsp;,330.5,11562
346,Tyler Goodson,22976,tyler-goodson,ATL,12,RB,92,&nbsp;,&nbsp;,306,&nbsp;,&nbsp;,306.0,8207
347,Lucas Krull,24240,lucas-krull,DEN,14,TE,48,343,&nbsp;,319,&nbsp;,&nbsp;,331.0,8249
348,Rasheen Ali,25983,rasheen-ali,BAL,14,RB,93,&nbsp;,&nbsp;,308,&nbsp;,&nbsp;,308.0,11570
349,Davis Allen,23761,davis-allen,LAR,6,TE,49,&nbsp;,&nbsp;,309,&nbsp;,&nbsp;,309.0,10214
350,Joshua Dobbs,16417,joshua-dobbs,,,QB,42,310,&nbsp;,355,&nbsp;,&nbsp;,332.5,4179
351,Jeff Wilson Jr.,18026,jeffery-wilson,,,RB,94,339,&nbsp;,326,&nbsp;,&nbsp;,332.5,5284
352,Mason Rudolph,17234,mason-rudolph,PIT,9,QB,43,&nbsp;,&nbsp;,311,&nbsp;,&nbsp;,311.0,4972
353,Joshua Kelley,19445,joshua-kelley,,,RB,95,311,&nbsp;,&nbsp;,&nbsp;,&nbsp;,311.0,7045
354,D'Ernest Johnson,19111,dernest-johnson,,,RB,96,&nbsp;,&nbsp;,312,&nbsp;,&nbsp;,312.0,6694
355,Evan Hull,25325,evan-hull,HOU,14,RB,97,313,&nbsp;,&nbsp;,&nbsp;,&nbsp;,313.0,9220
356,Isaiah Williams,26379,isaiah-williams-wr,NYJ,12,WR,138,&nbsp;,&nbsp;,313,&nbsp;,&nbsp;,313.0,11608
357,Josh Oliver,18487,josh-oliver,MIN,6,TE,50,320,&nbsp;,349,&nbsp;,&nbsp;,334.5,5973
358,Cedrick Wilson Jr.,17262,cedrick-wilson,DET,5,WR,139,&nbsp;,&nbsp;,314,&nbsp;,&nbsp;,314.0,5113
359,Johnny Mundt,16743,johnny-mundt,PHI,5,TE,51,353,&nbsp;,317,&nbsp;,&nbsp;,335.0,4314
360,Tyler Scott,25442,tyler-scott-wr,LAR,6,WR,140,&nbsp;,&nbsp;,315,&nbsp;,&nbsp;,315.0,9490
361,Isaiah Spiller,23143,isaiah-spiller,,,RB,98,318,&nbsp;,&nbsp;,&nbsp;,&nbsp;,318.0,8153
362,Jalen Brooks,25468,jalen-brooks,ARI,11,WR,141,&nbsp;,&nbsp;,318,&nbsp;,&nbsp;,318.0,11034
363,Isaiah Davis,25977,isaiah-davis,NYJ,12,RB,99,327,&nbsp;,348,&nbsp;,&nbsp;,337.5,11571
364,KaVontae Turpin,18520,kavontae-turpin,DAL,7,WR,142,&nbsp;,&nbsp;,320,&nbsp;,&nbsp;,320.0,8917
365,Carolina Panthers,8040,,,11,DST,30,322,&nbsp;,&nbsp;,&nbsp;,&nbsp;,322.0,
366,Tanner McLachlan,26352,tanner-mclachlan,,,TE,52,&nbsp;,&nbsp;,323,&nbsp;,&nbsp;,323.0,11598
367,Arizona Cardinals,8000,,,11,DST,31,324,&nbsp;,&nbsp;,&nbsp;,&nbsp;,324.0,
368,Will Mallory,23821,will-mallory,IND,14,TE,53,&nbsp;,&nbsp;,324,&nbsp;,&nbsp;,324.0,10220
369,Mecole Hardman Jr.,18587,mecole-hardman,BUF,12,WR,143,&nbsp;,&nbsp;,325,&nbsp;,&nbsp;,325.0,5917
370,Mo Alie-Cox,16579,mo-alie-cox,IND,14,TE,54,&nbsp;,&nbsp;,327,&nbsp;,&nbsp;,327.0,4054
371,Jimmy Garoppolo,12208,jimmy-garoppolo,LAR,6,QB,44,&nbsp;,&nbsp;,328,&nbsp;,&nbsp;,328.0,1837
372,Malik Willis,23499,malik-willis,MIA,6,QB,45,&nbsp;,&nbsp;,329,&nbsp;,&nbsp;,329.0,8161
373,Trey Lance,20082,trey-lance,LAC,5,QB,46,&nbsp;,&nbsp;,330,&nbsp;,&nbsp;,330.0,7610
374,Ian Thomas,17387,ian-thomas,LV,10,TE,55,&nbsp;,&nbsp;,331,&nbsp;,&nbsp;,331.0,4995
375,Marquez Valdes-Scantling,17528,marquez-valdesscantling,DAL,7,WR,144,332,&nbsp;,&nbsp;,&nbsp;,&nbsp;,332.0,5086
376,Sean Tucker,23679,sean-tucker,TB,11,RB,100,&nbsp;,&nbsp;,332,&nbsp;,&nbsp;,332.0,9506
377,P.J. Walker,16841,phillip-walker,,,QB,47,&nbsp;,&nbsp;,333,&nbsp;,&nbsp;,333.0,4335
378,Daurice Fountain,17519,daurice-fountain,,,WR,145,&nbsp;,&nbsp;,334,&nbsp;,&nbsp;,334.0,5102
379,Jerick McKinnon,12209,jerick-mckinnon,,,RB,101,335,&nbsp;,&nbsp;,&nbsp;,&nbsp;,335.0,2161
380,Jaheim Bell,24747,jaheim-bell,PIT,9,TE,56,&nbsp;,&nbsp;,336,&nbsp;,&nbsp;,336.0,11605
381,Brock Wright,23341,brock-wright,DET,5,TE,57,342,&nbsp;,350,&nbsp;,&nbsp;,346.0,7891
382,Bub Means,26354,bub-means,NO,12,WR,146,349,&nbsp;,343,&nbsp;,&nbsp;,346.0,11748
383,Michael Carter,22728,michael-carter-rb,TEN,5,RB,102,337,&nbsp;,427,&nbsp;,&nbsp;,382.0,7607
384,JaMycal Hasty,19627,jamycal-hasty,,,RB,103,&nbsp;,&nbsp;,339,&nbsp;,&nbsp;,339.0,6996
385,Tommy Tremble,22795,tommy-tremble,CAR,11,TE,58,&nbsp;,&nbsp;,340,&nbsp;,&nbsp;,340.0,7694
386,Derius Davis,25334,derius-davis,LAC,5,WR,147,&nbsp;,&nbsp;,341,&nbsp;,&nbsp;,341.0,10234
387,Jaret Patterson,20155,jaret-patterson,LAC,5,RB,104,341,&nbsp;,413,&nbsp;,&nbsp;,377.0,7537
388,Darnell Washington,22967,darnell-washington,PIT,9,TE,59,&nbsp;,&nbsp;,342,&nbsp;,&nbsp;,342.0,9479
389,Jake Browning,18557,jake-browning,TB,11,QB,48,346,&nbsp;,353,&nbsp;,&nbsp;,349.5,6111
390,Robert Woods,11610,robert-woods,,,WR,148,&nbsp;,&nbsp;,344,&nbsp;,&nbsp;,344.0,1352
391,Tyrod Taylor,10007,tyrod-taylor,GB,10,QB,49,344,&nbsp;,393,&nbsp;,&nbsp;,368.5,827
392,Jeremy McNichols,16445,jeremy-mcnichols,WAS,14,RB,105,345,&nbsp;,&nbsp;,&nbsp;,&nbsp;,345.0,4219
393,Xavier Hutchinson,25332,xavier-hutchinson,HOU,14,WR,149,&nbsp;,&nbsp;,345,&nbsp;,&nbsp;,345.0,10218
394,Brenton Strange,25345,brenton-strange,JAC,12,TE,60,&nbsp;,&nbsp;,346,&nbsp;,&nbsp;,346.0,9480
395,Darren Waller,14104,darren-waller,,,TE,61,347,&nbsp;,&nbsp;,&nbsp;,&nbsp;,347.0,2505
396,Ronnie Bell,23012,ronnie-bell,NO,12,WR,150,&nbsp;,&nbsp;,347,&nbsp;,&nbsp;,347.0,10221
397,Chris Conley,14151,chris-conley,,,WR,151,&nbsp;,&nbsp;,351,&nbsp;,&nbsp;,351.0,2381
398,Ronnie Rivers,23986,ronnie-rivers,LAR,6,RB,106,&nbsp;,&nbsp;,352,&nbsp;,&nbsp;,352.0,8195
399,Drew Lock,18225,drew-lock,SEA,10,QB,50,352,&nbsp;,369,&nbsp;,&nbsp;,360.5,5854
400,Pharaoh Brown,16937,pharaoh-brown,,,TE,62,&nbsp;,&nbsp;,354,&nbsp;,&nbsp;,354.0,4443
401,Hendon Hooker,24332,hendon-hooker,TEN,5,QB,51,354,&nbsp;,392,&nbsp;,&nbsp;,373.0,9998
402,Carson Wentz,15520,carson-wentz,MIN,6,QB,52,355,&nbsp;,396,&nbsp;,&nbsp;,375.5,3161
403,Charlie Woerner,19665,charlie-woerner,ATL,12,TE,63,&nbsp;,&nbsp;,356,&nbsp;,&nbsp;,356.0,7075
404,Tommy DeVito,25746,tommy-devito,NE,14,QB,53,&nbsp;,&nbsp;,357,&nbsp;,&nbsp;,357.0,11292
405,Devin Duvernay,19270,devin-duvernay,ARI,11,WR,152,&nbsp;,&nbsp;,358,&nbsp;,&nbsp;,358.0,6847
406,La'Mical Perine,19333,lamical-perine,,,RB,107,&nbsp;,&nbsp;,360,&nbsp;,&nbsp;,360.0,6908
407,Jordan Matthews,12124,jordan-matthews,,,TE,64,&nbsp;,&nbsp;,362,&nbsp;,&nbsp;,362.0,1800
408,Grant Calcaterra,24180,grant-calcaterra,PHI,5,TE,65,&nbsp;,&nbsp;,363,&nbsp;,&nbsp;,363.0,8177
409,Tanner Hudson,17826,tanner-hudson,CIN,12,TE,66,&nbsp;,&nbsp;,364,&nbsp;,&nbsp;,364.0,5409
410,Durham Smythe,17508,durham-smythe,BAL,14,TE,67,&nbsp;,&nbsp;,365,&nbsp;,&nbsp;,365.0,5008
411,Nick Westbrook-Ikhine,19747,nick-westbrook,IND,14,WR,153,&nbsp;,&nbsp;,366,&nbsp;,&nbsp;,366.0,7496
412,Nick Mullens,16726,nick-mullens,JAC,12,QB,54,&nbsp;,&nbsp;,367,&nbsp;,&nbsp;,367.0,4464
413,Brandon Powell,17793,brandon-powell,,,WR,154,&nbsp;,&nbsp;,368,&nbsp;,&nbsp;,368.0,5695
414,Braxton Berrios,17289,braxton-berrios,NYG,11,WR,155,&nbsp;,&nbsp;,370,&nbsp;,&nbsp;,370.0,5121
415,Elijah Higgins,23119,elijah-higgins,ARI,11,TE,68,&nbsp;,&nbsp;,371,&nbsp;,&nbsp;,371.0,10231
416,Craig Reynolds,19074,craig-reynolds,,,RB,108,&nbsp;,&nbsp;,372,&nbsp;,&nbsp;,372.0,6659
417,David Bell,23108,david-bell,,,WR,156,&nbsp;,&nbsp;,373,&nbsp;,&nbsp;,373.0,8118
418,Chris Moore,15654,chris-moore,,,WR,157,&nbsp;,&nbsp;,374,&nbsp;,&nbsp;,374.0,3269
419,Kyle Juszczyk,11798,kyle-juszczyk,SF,9,RB,109,&nbsp;,&nbsp;,375,&nbsp;,&nbsp;,375.0,
420,Brevin Jordan,20162,brevin-jordan,HOU,14,TE,69,&nbsp;,&nbsp;,376,&nbsp;,&nbsp;,376.0,7568
421,Dallin Holker,24732,dallin-holker,,,TE,70,&nbsp;,&nbsp;,377,&nbsp;,&nbsp;,377.0,11606
422,Kayshon Boutte,22989,kayshon-boutte,NE,14,WR,158,&nbsp;,&nbsp;,378,&nbsp;,&nbsp;,378.0,9504
423,Peyton Hendershot,22971,peyton-hendershot,,,TE,71,&nbsp;,&nbsp;,379,&nbsp;,&nbsp;,379.0,8197
424,Adam Trautman,19423,adam-trautman,DEN,14,TE,72,&nbsp;,&nbsp;,380,&nbsp;,&nbsp;,380.0,6869
425,Mason Tipton,26546,mason-tipton,NO,12,WR,159,&nbsp;,&nbsp;,381,&nbsp;,&nbsp;,381.0,11895
426,David Moore,16757,david-moore,CAR,11,WR,160,&nbsp;,&nbsp;,382,&nbsp;,&nbsp;,382.0,4274
427,Foster Moreau,18397,foster-moreau,HOU,14,TE,73,&nbsp;,&nbsp;,383,&nbsp;,&nbsp;,383.0,5985
428,Trenton Irwin,18726,trenton-irwin,,,WR,161,&nbsp;,&nbsp;,384,&nbsp;,&nbsp;,384.0,6598
429,Austin Hooper,15581,austin-hooper,ATL,12,TE,74,&nbsp;,&nbsp;,385,&nbsp;,&nbsp;,385.0,3202
430,Blake Watson,26391,blake-watson,,,RB,110,&nbsp;,&nbsp;,386,&nbsp;,&nbsp;,386.0,11568
431,Malik Heath,25668,malik-heath,,,WR,162,&nbsp;,&nbsp;,387,&nbsp;,&nbsp;,387.0,11210
432,Tim Jones,23438,tim-jones,JAC,12,WR,163,&nbsp;,&nbsp;,388,&nbsp;,&nbsp;,388.0,8013
433,Jordan Akins,17415,jordan-akins,,,TE,75,&nbsp;,&nbsp;,389,&nbsp;,&nbsp;,389.0,5032
434,Jordan Mims,25816,jordan-mims,,,RB,111,&nbsp;,&nbsp;,390,&nbsp;,&nbsp;,390.0,11378
435,Laviska Shenault Jr.,19221,laviska-shenault,,,WR,164,&nbsp;,&nbsp;,391,&nbsp;,&nbsp;,391.0,6814
436,Tyson Bagent,25321,tyson-bagent,CHI,7,QB,55,&nbsp;,&nbsp;,394,&nbsp;,&nbsp;,394.0,11256
437,Skylar Thompson,24170,skylar-thompson,BAL,14,QB,56,&nbsp;,&nbsp;,395,&nbsp;,&nbsp;,395.0,8206
438,Davis Mills,22799,davis-mills,HOU,14,QB,57,&nbsp;,&nbsp;,397,&nbsp;,&nbsp;,397.0,7585
439,Clayton Tune,25227,clayton-tune,,,QB,58,&nbsp;,&nbsp;,398,&nbsp;,&nbsp;,398.0,10217
440,Connor Heyward,24562,connor-heyward,LV,10,TE,76,&nbsp;,&nbsp;,399,&nbsp;,&nbsp;,399.0,8181
441,Tylan Wallace,19801,tylan-wallace,CLE,10,WR,165,&nbsp;,&nbsp;,400,&nbsp;,&nbsp;,400.0,7595
442,Trayveon Williams,18607,trayveon-williams,,,RB,112,&nbsp;,&nbsp;,401,&nbsp;,&nbsp;,401.0,6144
443,Hassan Haskins,23798,hassan-haskins,LAC,5,RB,113,&nbsp;,&nbsp;,402,&nbsp;,&nbsp;,402.0,8123
444,Keilan Robinson,22896,keilan-robinson,,,RB,114,&nbsp;,&nbsp;,403,&nbsp;,&nbsp;,403.0,11773
445,Dorian Thompson-Robinson,20086,dorian-thompson-robinson,,,QB,59,&nbsp;,&nbsp;,404,&nbsp;,&nbsp;,404.0,10862
446,Cody Schrader,26216,cody-schrader,DEN,14,RB,115,&nbsp;,&nbsp;,405,&nbsp;,&nbsp;,405.0,11644
447,Tom Brady,9603,tom-brady,,,QB,60,&nbsp;,&nbsp;,406,&nbsp;,&nbsp;,406.0,167
448,Xavier Weaver,23957,xavier-weaver,ARI,11,WR,166,&nbsp;,&nbsp;,407,&nbsp;,&nbsp;,407.0,11921
449,Tyreik McAllister,24816,tyreik-mcallister,,,RB,116,&nbsp;,&nbsp;,408,&nbsp;,&nbsp;,408.0,8749
450,Terrace Marshall Jr.,23242,terrace-marshall,MIA,6,WR,167,&nbsp;,&nbsp;,409,&nbsp;,&nbsp;,409.0,7565
451,Nick Foles,11176,nick-foles,,,QB,61,&nbsp;,&nbsp;,410,&nbsp;,&nbsp;,410.0,1029
452,Marquise Goodwin,11599,marquise-goodwin,,,WR,168,&nbsp;,&nbsp;,411,&nbsp;,&nbsp;,411.0,1346
453,Jakob Johnson,18673,jakob-johnson,,,RB,117,&nbsp;,&nbsp;,414,&nbsp;,&nbsp;,414.0,
454,Julian Hill,25824,julian-hill,NE,14,TE,77,&nbsp;,&nbsp;,415,&nbsp;,&nbsp;,415.0,11371
455,Jalen Coker,26403,jalen-coker,CAR,11,WR,169,&nbsp;,&nbsp;,416,&nbsp;,&nbsp;,416.0,11646
456,KJ Hamler,19267,kj-hamler,,,WR,170,&nbsp;,&nbsp;,417,&nbsp;,&nbsp;,417.0,6805
457,Desmond Ridder,20080,desmond-ridder,,,QB,62,&nbsp;,&nbsp;,418,&nbsp;,&nbsp;,418.0,8159
458,Donovan Peoples-Jones,19298,donovan-peoples-jones,,,WR,171,&nbsp;,&nbsp;,419,&nbsp;,&nbsp;,419.0,6824
459,Trishton Jackson,19672,trishton-jackson,,,WR,172,&nbsp;,&nbsp;,420,&nbsp;,&nbsp;,420.0,7009
460,Simi Fehoko,23196,simi-fehoko,ARI,11,WR,173,&nbsp;,&nbsp;,421,&nbsp;,&nbsp;,421.0,7812
461,Justyn Ross,19798,justyn-ross,,,WR,174,&nbsp;,&nbsp;,422,&nbsp;,&nbsp;,422.0,8140
462,Jake Tonges,24778,jake-tonges,SF,9,TE,78,&nbsp;,&nbsp;,423,&nbsp;,&nbsp;,423.0,8698
463,Donald Parham Jr.,18835,donald-parham,,,TE,79,&nbsp;,&nbsp;,424,&nbsp;,&nbsp;,424.0,6074
464,Myles Gaskin,17251,myles-gaskin,,,RB,118,&nbsp;,&nbsp;,425,&nbsp;,&nbsp;,425.0,5980
465,DeWayne McBride,25265,dewayne-mcbride,,,RB,119,&nbsp;,&nbsp;,426,&nbsp;,&nbsp;,426.0,9512
