metric,position,rank_higher,rank_lower,label,average_delta,day_count
overall,OVERALL,426,427,Overall426_vs_Overall427,5.15,180
overall,OVERALL,427,428,Overall427_vs_Overall428,5.84,178
overall,OVERALL,428,429,Overall428_vs_Overall429,5.48,171
overall,OVERALL,429,430,Overall429_vs_Overall430,5.73,164
overall,OVERALL,430,431,Overall430_vs_Overall431,6.01,160
overall,OVERALL,431,432,Overall431_vs_Overall432,5.47,147
overall,OVERALL,432,433,Overall432_vs_Overall433,5.29,140
overall,OVERALL,433,434,Overall433_vs_Overall434,7.92,131
overall,OVERALL,434,435,Overall434_vs_Overall435,5.06,113
overall,OVERALL,435,436,Overall435_vs_Overall436,7.38,107
overall,OVERALL,436,437,Overall436_vs_Overall437,5.64,98
overall,OVERALL,437,438,Overall437_vs_Overall438,4.66,93
overall,OVERALL,438,439,Overall438_vs_Overall439,4.91,89
overall,OVERALL,439,440,Overall439_vs_Overall440,4.57,88
overall,OVERALL,440,441,Overall440_vs_Overall441,5.69,87
overall,OVERALL,441,442,Overall441_vs_Overall442,5.76,85
overall,OVERALL,442,443,Overall442_vs_Overall443,4.54,80
overall,OVERALL,443,444,Overall443_vs_Overall444,5.58,77
overall,OVERALL,444,445,Overall444_vs_Overall445,7.25,77
overall,OVERALL,445,446,Overall445_vs_Overall446,7.54,76
overall,OVERALL,446,447,Overall446_vs_Overall447,8.23,75
overall,OVERALL,447,448,Overall447_vs_Overall448,7.68,75
overall,OVERALL,448,449,Overall448_vs_Overall449,9.91,74
overall,OVERALL,449,450,Overall449_vs_Overall450,9.27,74
overall,OVERALL,450,451,Overall450_vs_Overall451,12.19,73
overall,OVERALL,451,452,Overall451_vs_Overall452,8.8,71
overall,OVERALL,452,453,Overall452_vs_Overall453,8.04,70
overall,OVERALL,453,454,Overall453_vs_Overall454,8.51,70
overall,OVERALL,454,455,Overall454_vs_Overall455,8.71,66
overall,OVERALL,455,456,Overall455_vs_Overall456,10.29,63
overall,OVERALL,456,457,Overall456_vs_Overall457,10.55,62
overall,OVERALL,457,458,Overall457_vs_Overall458,35.32,59
overall,OVERALL,458,459,Overall458_vs_Overall459,58.8,55
overall,OVERALL,459,460,Overall459_vs_Overall460,84.28,53
overall,OVERALL,460,461,Overall460_vs_Overall461,7.22,51
overall,OVERALL,461,462,Overall461_vs_Overall462,5.39,49
overall,OVERALL,462,463,Overall462_vs_Overall463,10.94,48
overall,OVERALL,463,464,Overall463_vs_Overall464,122.0,2
overall,OVERALL,464,465,Overall464_vs_Overall465,0.0,1
overall,OVERALL,465,466,Overall465_vs_Overall466,7.0,1
overall,OVERALL,466,467,Overall466_vs_Overall467,0.0,1
overall,OVERALL,467,468,Overall467_vs_Overall468,0.0,1
overall,OVERALL,468,469,Overall468_vs_Overall469,14.0,1
overall,OVERALL,469,470,Overall469_vs_Overall470,0.0,1
overall,OVERALL,470,471,Overall470_vs_Overall471,0.0,1
overall,OVERALL,471,472,Overall471_vs_Overall472,24.0,1
overall,OVERALL,472,473,Overall472_vs_Overall473,0.0,1
overall,OVERALL,473,474,Overall473_vs_Overall474,0.0,1
overall,OVERALL,474,475,Overall474_vs_Overall475,15.0,1
overall,OVERALL,475,476,Overall475_vs_Overall476,0.0,1
overall,OVERALL,476,477,Overall476_vs_Overall477,0.0,1
overall,OVERALL,477,478,Overall477_vs_Overall478,21.0,1
overall,OVERALL,478,479,Overall478_vs_Overall479,0.0,1
overall,OVERALL,479,480,Overall479_vs_Overall480,0.0,1
overall,OVERALL,480,481,Overall480_vs_Overall481,2.0,1
overall,OVERALL,481,482,Overall481_vs_Overall482,0.0,1
overall,OVERALL,482,483,Overall482_vs_Overall483,0.0,1
overall,OVERALL,483,484,Overall483_vs_Overall484,16.0,1
overall,OVERALL,484,485,Overall484_vs_Overall485,0.0,1
overall,OVERALL,485,486,Overall485_vs_Overall486,0.0,1
overall,OVERALL,486,487,Overall486_vs_Overall487,30.0,1
overall,OVERALL,487,488,Overall487_vs_Overall488,0.0,1
overall,OVERALL,488,489,Overall488_vs_Overall489,0.0,1
overall,OVERALL,489,490,Overall489_vs_Overall490,11.0,1
overall,OVERALL,490,491,Overall490_vs_Overall491,0.0,1
overall,OVERALL,491,492,Overall491_vs_Overall492,0.0,1
overall,OVERALL,492,493,Overall492_vs_Overall493,0.0,1
overall,OVERALL,493,494,Overall493_vs_Overall494,0.0,1
overall,OVERALL,494,495,Overall494_vs_Overall495,0.0,1
overall,OVERALL,495,496,Overall495_vs_Overall496,1.0,1
overall,OVERALL,496,497,Overall496_vs_Overall497,0.0,1
overall,OVERALL,497,498,Overall497_vs_Overall498,0.0,1
overall,OVERALL,498,499,Overall498_vs_Overall499,0.0,1
overall,OVERALL,499,500,Overall499_vs_Overall500,0.0,1
overall,OVERALL,500,501,Overall500_vs_Overall501,0.0,1
overall,OVERALL,501,502,Overall501_vs_Overall502,19.0,1
overall,OVERALL,502,503,Overall502_vs_Overall503,0.0,1
overall,OVERALL,503,504,Overall503_vs_Overall504,0.0,1
overall,OVERALL,504,505,Overall504_vs_Overall505,19.0,1
overall,OVERALL,505,506,Overall505_vs_Overall506,0.0,1
overall,OVERALL,506,507,Overall506_vs_Overall507,0.0,1
overall,OVERALL,507,508,Overall507_vs_Overall508,4.0,1
overall,OVERALL,508,509,Overall508_vs_Overall509,0.0,1
overall,OVERALL,509,510,Overall509_vs_Overall510,0.0,1
overall,OVERALL,510,511,Overall510_vs_Overall511,70.0,1
overall,OVERALL,511,512,Overall511_vs_Overall512,0.0,1
overall,OVERALL,512,513,Overall512_vs_Overall513,0.0,1
overall,OVERALL,513,514,Overall513_vs_Overall514,16.0,1
overall,OVERALL,514,515,Overall514_vs_Overall515,0.0,1
overall,OVERALL,515,516,Overall515_vs_Overall516,0.0,1
overall,OVERALL,516,517,Overall516_vs_Overall517,2.0,1
overall,OVERALL,517,518,Overall517_vs_Overall518,0.0,1
overall,OVERALL,518,519,Overall518_vs_Overall519,0.0,1
overall,OVERALL,519,520,Overall519_vs_Overall520,11.0,1
overall,OVERALL,520,521,Overall520_vs_Overall521,0.0,1
overall,OVERALL,521,522,Overall521_vs_Overall522,0.0,1
overall,OVERALL,522,523,Overall522_vs_Overall523,14.0,1
overall,OVERALL,523,524,Overall523_vs_Overall524,0.0,1
overall,OVERALL,524,525,Overall524_vs_Overall525,0.0,1
overall,OVERALL,525,526,Overall525_vs_Overall526,25.0,1
overall,OVERALL,526,527,Overall526_vs_Overall527,0.0,1
overall,OVERALL,527,528,Overall527_vs_Overall528,0.0,1
overall,OVERALL,528,529,Overall528_vs_Overall529,23.0,1
overall,OVERALL,529,530,Overall529_vs_Overall530,0.0,1
overall,OVERALL,530,531,Overall530_vs_Overall531,0.0,1
overall,OVERALL,531,532,Overall531_vs_Overall532,24.0,1
overall,OVERALL,532,533,Overall532_vs_Overall533,0.0,1
overall,OVERALL,533,534,Overall533_vs_Overall534,0.0,1
overall,OVERALL,534,535,Overall534_vs_Overall535,20.0,1
overall,OVERALL,535,536,Overall535_vs_Overall536,0.0,1
overall,OVERALL,536,537,Overall536_vs_Overall537,0.0,1
overall,OVERALL,537,538,Overall537_vs_Overall538,8.0,1
overall,OVERALL,538,539,Overall538_vs_Overall539,0.0,1
overall,OVERALL,539,540,Overall539_vs_Overall540,0.0,1
overall,OVERALL,540,541,Overall540_vs_Overall541,18.0,1
overall,OVERALL,541,542,Overall541_vs_Overall542,0.0,1
overall,OVERALL,542,543,Overall542_vs_Overall543,0.0,1
overall,OVERALL,543,544,Overall543_vs_Overall544,17.0,1
overall,OVERALL,544,545,Overall544_vs_Overall545,0.0,1
overall,OVERALL,545,546,Overall545_vs_Overall546,0.0,1
overall,OVERALL,546,547,Overall546_vs_Overall547,6.0,1
overall,OVERALL,547,548,Overall547_vs_Overall548,0.0,1
overall,OVERALL,548,549,Overall548_vs_Overall549,0.0,1
overall,OVERALL,549,550,Overall549_vs_Overall550,29.0,1
overall,OVERALL,550,551,Overall550_vs_Overall551,0.0,1
overall,OVERALL,551,552,Overall551_vs_Overall552,0.0,1
overall,OVERALL,552,553,Overall552_vs_Overall553,7.0,1
overall,OVERALL,553,554,Overall553_vs_Overall554,0.0,1
overall,OVERALL,554,555,Overall554_vs_Overall555,0.0,1
overall,OVERALL,555,556,Overall555_vs_Overall556,27.0,1
overall,OVERALL,556,557,Overall556_vs_Overall557,0.0,1
overall,OVERALL,557,558,Overall557_vs_Overall558,0.0,1
overall,OVERALL,558,559,Overall558_vs_Overall559,4.0,1
overall,OVERALL,559,560,Overall559_vs_Overall560,0.0,1
overall,OVERALL,560,561,Overall560_vs_Overall561,0.0,1
overall,OVERALL,561,562,Overall561_vs_Overall562,26.0,1
overall,OVERALL,562,563,Overall562_vs_Overall563,0.0,1
overall,OVERALL,563,564,Overall563_vs_Overall564,0.0,1
overall,OVERALL,564,565,Overall564_vs_Overall565,11.0,1
overall,OVERALL,565,566,Overall565_vs_Overall566,0.0,1
overall,OVERALL,566,567,Overall566_vs_Overall567,0.0,1
overall,OVERALL,567,568,Overall567_vs_Overall568,21.0,1
overall,OVERALL,568,569,Overall568_vs_Overall569,0.0,1
overall,OVERALL,569,570,Overall569_vs_Overall570,0.0,1
overall,OVERALL,570,571,Overall570_vs_Overall571,7.0,1
overall,OVERALL,571,572,Overall571_vs_Overall572,0.0,1
overall,OVERALL,572,573,Overall572_vs_Overall573,0.0,1
overall,OVERALL,573,574,Overall573_vs_Overall574,9.0,1
overall,OVERALL,574,575,Overall574_vs_Overall575,0.0,1
overall,OVERALL,575,576,Overall575_vs_Overall576,0.0,1
overall,OVERALL,576,577,Overall576_vs_Overall577,4.0,1
overall,OVERALL,577,578,Overall577_vs_Overall578,0.0,1
overall,OVERALL,578,579,Overall578_vs_Overall579,0.0,1
overall,OVERALL,579,580,Overall579_vs_Overall580,41.0,1
overall,OVERALL,580,581,Overall580_vs_Overall581,0.0,1
overall,OVERALL,581,582,Overall581_vs_Overall582,0.0,1
overall,OVERALL,582,583,Overall582_vs_Overall583,11.0,1
overall,OVERALL,583,584,Overall583_vs_Overall584,0.0,1
overall,OVERALL,584,585,Overall584_vs_Overall585,0.0,1
overall,OVERALL,585,586,Overall585_vs_Overall586,15.0,1
overall,OVERALL,586,587,Overall586_vs_Overall587,0.0,1
overall,OVERALL,587,588,Overall587_vs_Overall588,0.0,1
overall,OVERALL,588,589,Overall588_vs_Overall589,6.0,1
overall,OVERALL,589,590,Overall589_vs_Overall590,0.0,1
overall,OVERALL,590,591,Overall590_vs_Overall591,0.0,1
overall,OVERALL,591,592,Overall591_vs_Overall592,1.0,1
overall,OVERALL,592,593,Overall592_vs_Overall593,0.0,1
overall,OVERALL,593,594,Overall593_vs_Overall594,0.0,1
overall,OVERALL,594,595,Overall594_vs_Overall595,3.0,1
overall,OVERALL,595,596,Overall595_vs_Overall596,0.0,1
overall,OVERALL,596,597,Overall596_vs_Overall597,0.0,1
overall,OVERALL,597,598,Overall597_vs_Overall598,24.0,1
overall,OVERALL,598,599,Overall598_vs_Overall599,0.0,1
overall,OVERALL,599,600,Overall599_vs_Overall600,0.0,1
overall,OVERALL,600,601,Overall600_vs_Overall601,22.0,1
overall,OVERALL,601,602,Overall601_vs_Overall602,0.0,1
overall,OVERALL,602,603,Overall602_vs_Overall603,0.0,1
overall,OVERALL,603,604,Overall603_vs_Overall604,55.0,1
overall,OVERALL,604,605,Overall604_vs_Overall605,0.0,1
overall,OVERALL,605,606,Overall605_vs_Overall606,0.0,1
overall,OVERALL,606,607,Overall606_vs_Overall607,6.0,1
overall,OVERALL,607,608,Overall607_vs_Overall608,0.0,1
overall,OVERALL,608,609,Overall608_vs_Overall609,0.0,1
overall,OVERALL,609,610,Overall609_vs_Overall610,14.0,1
overall,OVERALL,610,611,Overall610_vs_Overall611,0.0,1
overall,OVERALL,611,612,Overall611_vs_Overall612,0.0,1
overall,OVERALL,612,613,Overall612_vs_Overall613,10.0,1
overall,OVERALL,613,614,Overall613_vs_Overall614,0.0,1
overall,OVERALL,614,615,Overall614_vs_Overall615,0.0,1
overall,OVERALL,615,616,Overall615_vs_Overall616,27.0,1
overall,OVERALL,616,617,Overall616_vs_Overall617,0.0,1
overall,OVERALL,617,618,Overall617_vs_Overall618,0.0,1
overall,OVERALL,618,619,Overall618_vs_Overall619,2.0,1
overall,OVERALL,619,620,Overall619_vs_Overall620,0.0,1
overall,OVERALL,620,621,Overall620_vs_Overall621,0.0,1
overall,OVERALL,621,622,Overall621_vs_Overall622,4.0,1
overall,OVERALL,622,623,Overall622_vs_Overall623,0.0,1
overall,OVERALL,623,624,Overall623_vs_Overall624,0.0,1
overall,OVERALL,624,625,Overall624_vs_Overall625,14.0,1
overall,OVERALL,625,626,Overall625_vs_Overall626,0.0,1
overall,OVERALL,626,627,Overall626_vs_Overall627,0.0,1
overall,OVERALL,627,628,Overall627_vs_Overall628,11.0,1
overall,OVERALL,628,629,Overall628_vs_Overall629,0.0,1
overall,OVERALL,629,630,Overall629_vs_Overall630,0.0,1
overall,OVERALL,630,631,Overall630_vs_Overall631,33.0,1
overall,OVERALL,631,632,Overall631_vs_Overall632,0.0,1
overall,OVERALL,632,633,Overall632_vs_Overall633,0.0,1
overall,OVERALL,633,634,Overall633_vs_Overall634,4.0,1
overall,OVERALL,634,635,Overall634_vs_Overall635,0.0,1
overall,OVERALL,635,636,Overall635_vs_Overall636,0.0,1
overall,OVERALL,636,637,Overall636_vs_Overall637,5.0,1
overall,OVERALL,637,638,Overall637_vs_Overall638,0.0,1
overall,OVERALL,638,639,Overall638_vs_Overall639,0.0,1
overall,OVERALL,639,640,Overall639_vs_Overall640,4.0,1
overall,OVERALL,640,641,Overall640_vs_Overall641,0.0,1
overall,OVERALL,641,642,Overall641_vs_Overall642,0.0,1
overall,OVERALL,642,643,Overall642_vs_Overall643,2.0,1
overall,OVERALL,643,644,Overall643_vs_Overall644,0.0,1
overall,OVERALL,644,645,Overall644_vs_Overall645,0.0,1
overall,OVERALL,645,646,Overall645_vs_Overall646,4.0,1
overall,OVERALL,646,647,Overall646_vs_Overall647,0.0,1
overall,OVERALL,647,648,Overall647_vs_Overall648,0.0,1
overall,OVERALL,648,649,Overall648_vs_Overall649,18.0,1
overall,OVERALL,649,650,Overall649_vs_Overall650,0.0,1
overall,OVERALL,650,651,Overall650_vs_Overall651,0.0,1
overall,OVERALL,651,652,Overall651_vs_Overall652,5.0,1
overall,OVERALL,652,653,Overall652_vs_Overall653,0.0,1
overall,OVERALL,653,654,Overall653_vs_Overall654,0.0,1
overall,OVERALL,654,655,Overall654_vs_Overall655,6.0,1
overall,OVERALL,655,656,Overall655_vs_Overall656,0.0,1
overall,OVERALL,656,657,Overall656_vs_Overall657,0.0,1
overall,OVERALL,657,658,Overall657_vs_Overall658,2.0,1
overall,OVERALL,658,659,Overall658_vs_Overall659,0.0,1
overall,OVERALL,659,660,Overall659_vs_Overall660,0.0,1
overall,OVERALL,660,661,Overall660_vs_Overall661,11.0,1
overall,OVERALL,661,662,Overall661_vs_Overall662,0.0,1
overall,OVERALL,662,663,Overall662_vs_Overall663,0.0,1
overall,OVERALL,663,664,Overall663_vs_Overall664,3.0,1
overall,OVERALL,664,665,Overall664_vs_Overall665,0.0,1
overall,OVERALL,665,666,Overall665_vs_Overall666,0.0,1
overall,OVERALL,666,667,Overall666_vs_Overall667,11.0,1
overall,OVERALL,667,668,Overall667_vs_Overall668,0.0,1
overall,OVERALL,668,669,Overall668_vs_Overall669,0.0,1
overall,OVERALL,669,670,Overall669_vs_Overall670,13.0,1
overall,OVERALL,670,671,Overall670_vs_Overall671,0.0,1
overall,OVERALL,671,672,Overall671_vs_Overall672,0.0,1
overall,OVERALL,672,673,Overall672_vs_Overall673,4.0,1
overall,OVERALL,673,674,Overall673_vs_Overall674,0.0,1
overall,OVERALL,674,675,Overall674_vs_Overall675,0.0,1
overall,OVERALL,675,676,Overall675_vs_Overall676,8.0,1
overall,OVERALL,676,677,Overall676_vs_Overall677,0.0,1
overall,OVERALL,677,678,Overall677_vs_Overall678,0.0,1
overall,OVERALL,678,679,Overall678_vs_Overall679,6.0,1
overall,OVERALL,679,680,Overall679_vs_Overall680,0.0,1
overall,OVERALL,680,681,Overall680_vs_Overall681,0.0,1
overall,OVERALL,681,682,Overall681_vs_Overall682,23.0,1
overall,OVERALL,682,683,Overall682_vs_Overall683,0.0,1
overall,OVERALL,683,684,Overall683_vs_Overall684,0.0,1
overall,OVERALL,684,685,Overall684_vs_Overall685,1.0,1
overall,OVERALL,685,686,Overall685_vs_Overall686,0.0,1
overall,OVERALL,686,687,Overall686_vs_Overall687,0.0,1
overall,OVERALL,687,688,Overall687_vs_Overall688,4.0,1
overall,OVERALL,688,689,Overall688_vs_Overall689,0.0,1
overall,OVERALL,689,690,Overall689_vs_Overall690,0.0,1
overall,OVERALL,690,691,Overall690_vs_Overall691,3.0,1
overall,OVERALL,691,692,Overall691_vs_Overall692,0.0,1
overall,OVERALL,692,693,Overall692_vs_Overall693,0.0,1
overall,OVERALL,693,694,Overall693_vs_Overall694,9.0,1
overall,OVERALL,694,695,Overall694_vs_Overall695,0.0,1
overall,OVERALL,695,696,Overall695_vs_Overall696,0.0,1
overall,OVERALL,696,697,Overall696_vs_Overall697,9.0,1
overall,OVERALL,697,698,Overall697_vs_Overall698,0.0,1
overall,OVERALL,698,699,Overall698_vs_Overall699,0.0,1
overall,OVERALL,699,700,Overall699_vs_Overall700,4.0,1
overall,OVERALL,700,701,Overall700_vs_Overall701,0.0,1
overall,OVERALL,701,702,Overall701_vs_Overall702,0.0,1
overall,OVERALL,702,703,Overall702_vs_Overall703,21.0,1
overall,OVERALL,703,704,Overall703_vs_Overall704,0.0,1
overall,OVERALL,704,705,Overall704_vs_Overall705,0.0,1
overall,OVERALL,705,706,Overall705_vs_Overall706,5.0,1
overall,OVERALL,706,707,Overall706_vs_Overall707,0.0,1
overall,OVERALL,707,708,Overall707_vs_Overall708,0.0,1
overall,OVERALL,708,709,Overall708_vs_Overall709,1.0,1
overall,OVERALL,709,710,Overall709_vs_Overall710,0.0,1
overall,OVERALL,710,711,Overall710_vs_Overall711,0.0,1
overall,OVERALL,711,712,Overall711_vs_Overall712,7.0,1
overall,OVERALL,712,713,Overall712_vs_Overall713,0.0,1
overall,OVERALL,713,714,Overall713_vs_Overall714,0.0,1
overall,OVERALL,714,715,Overall714_vs_Overall715,0.0,1
overall,OVERALL,715,716,Overall715_vs_Overall716,0.0,1
overall,OVERALL,716,717,Overall716_vs_Overall717,0.0,1
overall,OVERALL,717,718,Overall717_vs_Overall718,16.0,1
overall,OVERALL,718,719,Overall718_vs_Overall719,0.0,1
overall,OVERALL,719,720,Overall719_vs_Overall720,0.0,1
overall,OVERALL,720,721,Overall720_vs_Overall721,10.0,1
overall,OVERALL,721,722,Overall721_vs_Overall722,0.0,1
overall,OVERALL,722,723,Overall722_vs_Overall723,0.0,1
overall,OVERALL,723,724,Overall723_vs_Overall724,1.0,1
overall,OVERALL,724,725,Overall724_vs_Overall725,0.0,1
overall,OVERALL,725,726,Overall725_vs_Overall726,0.0,1
overall,OVERALL,726,727,Overall726_vs_Overall727,3.0,1
overall,OVERALL,727,728,Overall727_vs_Overall728,0.0,1
overall,OVERALL,728,729,Overall728_vs_Overall729,0.0,1
overall,OVERALL,729,730,Overall729_vs_Overall730,10.0,1
overall,OVERALL,730,731,Overall730_vs_Overall731,0.0,1
overall,OVERALL,731,732,Overall731_vs_Overall732,0.0,1
overall,OVERALL,732,733,Overall732_vs_Overall733,3.0,1
overall,OVERALL,733,734,Overall733_vs_Overall734,0.0,1
overall,OVERALL,734,735,Overall734_vs_Overall735,0.0,1
overall,OVERALL,735,736,Overall735_vs_Overall736,2.0,1
overall,OVERALL,736,737,Overall736_vs_Overall737,0.0,1
overall,OVERALL,737,738,Overall737_vs_Overall738,0.0,1
overall,OVERALL,738,739,Overall738_vs_Overall739,2.0,1
overall,OVERALL,739,740,Overall739_vs_Overall740,0.0,1
overall,OVERALL,740,741,Overall740_vs_Overall741,0.0,1
overall,OVERALL,741,742,Overall741_vs_Overall742,3.0,1
overall,OVERALL,742,743,Overall742_vs_Overall743,0.0,1
overall,OVERALL,743,744,Overall743_vs_Overall744,0.0,1
overall,OVERALL,744,745,Overall744_vs_Overall745,1.0,1
overall,OVERALL,745,746,Overall745_vs_Overall746,0.0,1
overall,OVERALL,746,747,Overall746_vs_Overall747,0.0,1
overall,OVERALL,747,748,Overall747_vs_Overall748,12.0,1
overall,OVERALL,748,749,Overall748_vs_Overall749,0.0,1
overall,OVERALL,749,750,Overall749_vs_Overall750,0.0,1
overall,OVERALL,750,751,Overall750_vs_Overall751,2.0,1
overall,OVERALL,751,752,Overall751_vs_Overall752,0.0,1
overall,OVERALL,752,753,Overall752_vs_Overall753,0.0,1
overall,OVERALL,753,754,Overall753_vs_Overall754,10.0,1
overall,OVERALL,754,755,Overall754_vs_Overall755,0.0,1
overall,OVERALL,755,756,Overall755_vs_Overall756,0.0,1
overall,OVERALL,756,757,Overall756_vs_Overall757,4.0,1
overall,OVERALL,757,758,Overall757_vs_Overall758,0.0,1
overall,OVERALL,758,759,Overall758_vs_Overall759,0.0,1
overall,OVERALL,759,760,Overall759_vs_Overall760,3.0,1
overall,OVERALL,760,761,Overall760_vs_Overall761,0.0,1
overall,OVERALL,761,762,Overall761_vs_Overall762,0.0,1
overall,OVERALL,762,763,Overall762_vs_Overall763,20.0,1
overall,OVERALL,763,764,Overall763_vs_Overall764,0.0,1
overall,OVERALL,764,765,Overall764_vs_Overall765,0.0,1
overall,OVERALL,765,766,Overall765_vs_Overall766,14.0,1
overall,OVERALL,766,767,Overall766_vs_Overall767,0.0,1
overall,OVERALL,767,768,Overall767_vs_Overall768,0.0,1
overall,OVERALL,768,769,Overall768_vs_Overall769,23.0,1
overall,OVERALL,769,770,Overall769_vs_Overall770,0.0,1
overall,OVERALL,770,771,Overall770_vs_Overall771,0.0,1
overall,OVERALL,771,772,Overall771_vs_Overall772,5.0,1
overall,OVERALL,772,773,Overall772_vs_Overall773,0.0,1
overall,OVERALL,773,774,Overall773_vs_Overall774,0.0,1
overall,OVERALL,774,775,Overall774_vs_Overall775,3.0,1
overall,OVERALL,775,776,Overall775_vs_Overall776,0.0,1
overall,OVERALL,776,777,Overall776_vs_Overall777,0.0,1
overall,OVERALL,777,778,Overall777_vs_Overall778,1.0,1
overall,OVERALL,778,779,Overall778_vs_Overall779,0.0,1
overall,OVERALL,779,780,Overall779_vs_Overall780,0.0,1
overall,OVERALL,780,781,Overall780_vs_Overall781,11.0,1
overall,OVERALL,781,782,Overall781_vs_Overall782,0.0,1
overall,OVERALL,782,783,Overall782_vs_Overall783,0.0,1
overall,OVERALL,783,784,Overall783_vs_Overall784,9.0,1
overall,OVERALL,784,785,Overall784_vs_Overall785,0.0,1
overall,OVERALL,785,786,Overall785_vs_Overall786,0.0,1
overall,OVERALL,786,787,Overall786_vs_Overall787,11.0,1
overall,OVERALL,787,788,Overall787_vs_Overall788,0.0,1
overall,OVERALL,788,789,Overall788_vs_Overall789,0.0,1
overall,OVERALL,789,790,Overall789_vs_Overall790,2.0,1
overall,OVERALL,790,791,Overall790_vs_Overall791,0.0,1
overall,OVERALL,791,792,Overall791_vs_Overall792,0.0,1
overall,OVERALL,792,793,Overall792_vs_Overall793,3.0,1
overall,OVERALL,793,794,Overall793_vs_Overall794,0.0,1
overall,OVERALL,794,795,Overall794_vs_Overall795,0.0,1
overall,OVERALL,795,796,Overall795_vs_Overall796,1.0,1
overall,OVERALL,796,797,Overall796_vs_Overall797,0.0,1
overall,OVERALL,797,798,Overall797_vs_Overall798,0.0,1
overall,OVERALL,798,799,Overall798_vs_Overall799,9.0,1
overall,OVERALL,799,800,Overall799_vs_Overall800,0.0,1
overall,OVERALL,800,801,Overall800_vs_Overall801,0.0,1
overall,OVERALL,801,802,Overall801_vs_Overall802,9.0,1
overall,OVERALL,802,803,Overall802_vs_Overall803,0.0,1
overall,OVERALL,803,804,Overall803_vs_Overall804,0.0,1
overall,OVERALL,804,805,Overall804_vs_Overall805,5.0,1
overall,OVERALL,805,806,Overall805_vs_Overall806,0.0,1
overall,OVERALL,806,807,Overall806_vs_Overall807,0.0,1
overall,OVERALL,807,808,Overall807_vs_Overall808,11.0,1
overall,OVERALL,808,809,Overall808_vs_Overall809,0.0,1
overall,OVERALL,809,810,Overall809_vs_Overall810,0.0,1
overall,OVERALL,810,811,Overall810_vs_Overall811,9.0,1
overall,OVERALL,811,812,Overall811_vs_Overall812,0.0,1
overall,OVERALL,812,813,Overall812_vs_Overall813,0.0,1
overall,OVERALL,813,814,Overall813_vs_Overall814,35.0,1
overall,OVERALL,814,815,Overall814_vs_Overall815,0.0,1
overall,OVERALL,815,816,Overall815_vs_Overall816,0.0,1
overall,OVERALL,816,817,Overall816_vs_Overall817,11.0,1
overall,OVERALL,817,818,Overall817_vs_Overall818,0.0,1
overall,OVERALL,818,819,Overall818_vs_Overall819,0.0,1
overall,OVERALL,819,820,Overall819_vs_Overall820,2.0,1
overall,OVERALL,820,821,Overall820_vs_Overall821,0.0,1
overall,OVERALL,821,822,Overall821_vs_Overall822,0.0,1
overall,OVERALL,822,823,Overall822_vs_Overall823,7.0,1
overall,OVERALL,823,824,Overall823_vs_Overall824,0.0,1
overall,OVERALL,824,825,Overall824_vs_Overall825,0.0,1
overall,OVERALL,825,826,Overall825_vs_Overall826,12.0,1
overall,OVERALL,826,827,Overall826_vs_Overall827,0.0,1
overall,OVERALL,827,828,Overall827_vs_Overall828,0.0,1
overall,OVERALL,828,829,Overall828_vs_Overall829,7.0,1
overall,OVERALL,829,830,Overall829_vs_Overall830,0.0,1
overall,OVERALL,830,831,Overall830_vs_Overall831,0.0,1
overall,OVERALL,831,832,Overall831_vs_Overall832,2.0,1
overall,OVERALL,832,833,Overall832_vs_Overall833,0.0,1
overall,OVERALL,833,834,Overall833_vs_Overall834,0.0,1
overall,OVERALL,834,835,Overall834_vs_Overall835,12.0,1
overall,OVERALL,835,836,Overall835_vs_Overall836,0.0,1
overall,OVERALL,836,837,Overall836_vs_Overall837,0.0,1
overall,OVERALL,837,838,Overall837_vs_Overall838,8.0,1
overall,OVERALL,838,839,Overall838_vs_Overall839,0.0,1
overall,OVERALL,839,840,Overall839_vs_Overall840,0.0,1
overall,OVERALL,840,841,Overall840_vs_Overall841,2.0,1
overall,OVERALL,841,842,Overall841_vs_Overall842,0.0,1
overall,OVERALL,842,843,Overall842_vs_Overall843,0.0,1
overall,OVERALL,843,844,Overall843_vs_Overall844,25.0,1
overall,OVERALL,844,845,Overall844_vs_Overall845,0.0,1
overall,OVERALL,845,846,Overall845_vs_Overall846,0.0,1
overall,OVERALL,846,847,Overall846_vs_Overall847,11.0,1
overall,OVERALL,847,848,Overall847_vs_Overall848,0.0,1
overall,OVERALL,848,849,Overall848_vs_Overall849,0.0,1
overall,OVERALL,849,850,Overall849_vs_Overall850,16.0,1
overall,OVERALL,850,851,Overall850_vs_Overall851,0.0,1
overall,OVERALL,851,852,Overall851_vs_Overall852,0.0,1
overall,OVERALL,852,853,Overall852_vs_Overall853,4.0,1
overall,OVERALL,853,854,Overall853_vs_Overall854,0.0,1
overall,OVERALL,854,855,Overall854_vs_Overall855,0.0,1
overall,OVERALL,855,856,Overall855_vs_Overall856,1.0,1
overall,OVERALL,856,857,Overall856_vs_Overall857,0.0,1
overall,OVERALL,857,858,Overall857_vs_Overall858,0.0,1
overall,OVERALL,858,859,Overall858_vs_Overall859,4.0,1
overall,OVERALL,859,860,Overall859_vs_Overall860,0.0,1
overall,OVERALL,860,861,Overall860_vs_Overall861,0.0,1
overall,OVERALL,861,862,Overall861_vs_Overall862,3.0,1
